Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Payment_Mode,Ride Distance (km),Driver Ratings,Customer Rating
12-11-2025,09:08:40,BG-20251112-09445,Successful,CUST103052,Bike,Whitefield,Marathahalli,1.2,4,0,NA,0,NA,0,NA,31.57,Wallet,1.8,4.5,5
23-11-2025,15:13:56,BG-20251123-09446,Successful,CUST104098,Auto,Cunningham Road,Jayanagar,3.4,4.2,0,NA,0,NA,0,NA,51.37,Wallet,4.63,4.6,4.1
14-11-2025,11:46:21,BG-20251114-09447,Cancelled by Customer,CUST101721,Prime SUV,Sadashivanagar,Yelahanka,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
02-11-2025,23:36:11,BG-20251102-09448,Successful,CUST104593,Prime Sedan,Koramangala,Koramangala,6.2,2.9,0,NA,0,NA,0,NA,86.27,Cash,0.7,4.9,3.9
09-11-2025,15:38:18,BG-20251109-09449,Successful,CUST106797,Prime Sedan,MG Road,Indiranagar,4.6,2.1,0,NA,0,NA,0,NA,111.06,Credit Card,2.31,4.4,4.3
10-11-2025,06:48:29,BG-20251110-09450,Successful,CUST107572,Mini,Kalyan Nagar,Sahakara Nagar,5.6,3.6,0,NA,0,NA,0,NA,77.07,Credit Card,2.41,4.1,4.3
26-11-2025,11:41:35,BG-20251126-09451,Successful,CUST105367,Mini,Marathahalli,Rajankunte,4,3.1,0,NA,0,NA,0,NA,59.19,UPI,1.66,4.8,4.2
17-11-2025,14:18:44,BG-20251117-09452,Cancelled by Driver,CUST101969,Prime Sedan,Seshadripuram,Bommanahalli,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Credit Card,NA,NA,NA
17-11-2025,18:35:09,BG-20251117-09453,Successful,CUST103085,Prime Plus,Peenya,Peenya,3.7,4.5,0,NA,0,NA,0,NA,71.86,Cash,1.29,4.9,4.3
03-11-2025,20:10:18,BG-20251103-09454,Successful,CUST101581,Bike,Shivajinagar,Lalbagh,5.2,3.6,0,NA,0,NA,0,NA,88.27,Wallet,10.49,4,5
30-11-2025,07:05:32,BG-20251130-09455,Successful,CUST105382,Prime Sedan,Sommanna Halli,Srirampura,3,2.9,0,NA,0,NA,0,NA,125.52,UPI,2.44,4.4,4.6
19-11-2025,16:44:45,BG-20251119-09456,Successful,CUST101341,Mini,Srirampura,Srirampura,6.9,5.2,0,NA,0,NA,0,NA,234.97,Wallet,15.25,3.8,4
01-11-2025,05:14:26,BG-20251101-09457,Successful,CUST102083,Prime Plus,Rajankunte,MG Road,7.3,3.8,0,NA,0,NA,0,NA,115.24,Wallet,3.4,4.9,4.8
12-11-2025,02:06:33,BG-20251112-09458,Successful,CUST101482,Bike,Domlur,Domlur,3.1,3,0,NA,0,NA,0,NA,52.92,Credit Card,3.99,4.4,3.9
07-11-2025,02:38:15,BG-20251107-09459,Cancelled by Customer,CUST104970,Bike,Basavanagudi,HSR Layout,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
04-11-2025,02:10:37,BG-20251104-09460,Successful,CUST104377,Prime SUV,Marathahalli,Sahakara Nagar,7.7,3.6,0,NA,0,NA,0,NA,240.04,Wallet,6.94,4.6,4.3
10-11-2025,21:18:28,BG-20251110-09461,Successful,CUST107744,eBike,Peenya,Whitefield,1.6,3.6,0,NA,0,NA,0,NA,29.54,Credit Card,0.3,4.1,3.6
13-11-2025,05:11:20,BG-20251113-09462,Cancelled by Driver,CUST107210,Auto,Peenya,Cunningham Road,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
02-11-2025,15:24:36,BG-20251102-09463,Cancelled by Driver,CUST105248,Prime Sedan,Kengeri,Malleshwaram,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
10-11-2025,08:25:46,BG-20251110-09464,Successful,CUST101942,Mini,Jayanagar,Vijayanagar,1.9,4.2,0,NA,0,NA,0,NA,102.96,Credit Card,5.1,3.7,4.2
21-11-2025,06:30:12,BG-20251121-09465,Successful,CUST105038,Auto,Nagarbhavi,Srirampura,2.8,2.8,0,NA,0,NA,0,NA,56.65,Cash,4.66,4.3,5
22-11-2025,08:33:24,BG-20251122-09466,Successful,CUST106777,Mini,Jakkur,Vijayanagar,3.9,2.2,0,NA,0,NA,0,NA,180.98,Wallet,10.3,5,5
25-11-2025,18:06:46,BG-20251125-09467,Cancelled by Customer,CUST105457,eBike,Marathahalli,Rajajinagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
04-11-2025,03:02:14,BG-20251104-09468,Cancelled by Customer,CUST107032,eBike,MG Road,Whitefield 2,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
18-11-2025,08:32:03,BG-20251118-09469,Successful,CUST103485,Prime SUV,HSR Layout,Whitefield 2,7.6,3.8,0,NA,0,NA,0,NA,110.6,UPI,1.53,5,4.6
05-11-2025,05:40:05,BG-20251105-09470,Cancelled by Customer,CUST100107,Bike,Byatarayanapura,Sommanna Halli,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
19-11-2025,05:12:28,BG-20251119-09471,Cancelled by Driver,CUST107308,Prime Sedan,Bellandur,Bellandur,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
02-11-2025,19:39:26,BG-20251102-09472,Cancelled by Customer,CUST106870,Prime Sedan,Yelahanka,Marathahalli,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
12-11-2025,12:53:33,BG-20251112-09473,Cancelled by Driver,CUST101372,eBike,Gottigere,Lalbagh,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
17-11-2025,06:12:34,BG-20251117-09474,Cancelled by Customer,CUST103616,Prime Sedan,Richmond Town,Richmond Town,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
10-11-2025,20:41:30,BG-20251110-09475,Successful,CUST102582,Prime SUV,Jayanagar,JP Nagar,5.1,3.7,0,NA,0,NA,0,NA,123.56,Wallet,0.67,4,4.9
02-11-2025,04:49:48,BG-20251102-09476,Cancelled by Driver,CUST102556,Prime SUV,Kengeri,Banashankari,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
06-11-2025,10:08:43,BG-20251106-09477,Cancelled by Driver,CUST102324,eBike,Richmond Town,Richmond Town,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Wallet,NA,NA,NA
08-11-2025,16:01:33,BG-20251108-09478,Cancelled by Customer,CUST101282,eBike,Lalbagh,Yelahanka New Town,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Cash,NA,NA,NA
29-11-2025,09:55:32,BG-20251129-09479,Successful,CUST105350,eBike,Yelahanka New Town,Kundalahalli,4,3,0,NA,0,NA,0,NA,23.52,UPI,0.92,4.7,4.4
19-11-2025,11:34:06,BG-20251119-09480,Cancelled by Customer,CUST106833,Auto,Yelahanka New Town,Yelahanka,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
11-11-2025,05:50:21,BG-20251111-09481,Successful,CUST102042,Bike,Cunningham Road,Cunningham Road,3.4,3.2,0,NA,0,NA,0,NA,44.26,Credit Card,1.03,4.3,4.6
25-11-2025,14:39:36,BG-20251125-09482,Successful,CUST104290,Auto,Cunningham Road,Chamarajpet,2.6,4.1,0,NA,0,NA,0,NA,73.41,UPI,6.2,4.7,4.3
12-11-2025,05:18:36,BG-20251112-09483,Cancelled by Driver,CUST101291,Prime Sedan,Kudlu Gate,Bommanahalli,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,UPI,NA,NA,NA
09-11-2025,20:00:09,BG-20251109-09484,Successful,CUST106811,Prime Plus,Sadashivanagar,Shivajinagar,3.6,3,0,NA,0,NA,0,NA,92.68,Credit Card,2.32,4.8,4.8
02-11-2025,21:17:00,BG-20251102-09485,Cancelled by Customer,CUST106953,eBike,Banaswadi,Koramangala 4th Block,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
08-11-2025,12:26:11,BG-20251108-09486,Cancelled by Driver,CUST100774,Bike,Indiranagar,Adugodi,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
26-11-2025,07:59:16,BG-20251126-09487,Successful,CUST104905,Mini,Sommanna Halli,Chamarajpet,3,2.9,0,NA,0,NA,0,NA,152.47,Credit Card,8.09,4.6,4.9
11-11-2025,22:56:44,BG-20251111-09488,Successful,CUST103536,Prime SUV,Jakkur,Outer Ring Road,2.5,2.9,0,NA,0,NA,0,NA,164.44,Wallet,2.37,5,4.9
28-11-2025,00:48:39,BG-20251128-09489,Cancelled by Customer,CUST101357,Prime SUV,Cunningham Road,Jakkur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,06:32:30,BG-20251121-09490,Successful,CUST102943,Prime Sedan,Kengeri,Yelahanka,2.8,3.2,0,NA,0,NA,0,NA,155.6,UPI,5.39,4.5,5
04-11-2025,10:08:44,BG-20251104-09491,Successful,CUST106095,Prime Sedan,Basavanagudi,Basavanagudi,5.2,4.2,0,NA,0,NA,0,NA,157.17,Credit Card,6.12,3.7,4.6
10-11-2025,15:10:06,BG-20251110-09492,Successful,CUST101454,Bike,Byatarayanapura,Basavanagudi,3.5,3.1,0,NA,0,NA,0,NA,50.66,UPI,5.36,3.9,5
21-11-2025,19:06:59,BG-20251121-09493,Successful,CUST101117,Prime SUV,Bommanahalli,Cunningham Road,7,3.3,0,NA,0,NA,0,NA,265.16,Cash,7.83,4.5,3.6
20-11-2025,19:30:27,BG-20251120-09494,Cancelled by Customer,CUST100247,Mini,Srirampura,Byatarayanapura,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
16-11-2025,06:26:52,BG-20251116-09495,Cancelled by Driver,CUST103759,eBike,Sirsi Circle,JP Nagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
08-11-2025,11:08:38,BG-20251108-09496,Cancelled by Customer,CUST107177,Prime Sedan,HSR Layout,Marathahalli,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
04-11-2025,07:56:42,BG-20251104-09497,Successful,CUST103292,eBike,Adugodi,Sirsi Circle,4,1.7,0,NA,0,NA,0,NA,50.54,Wallet,5.7,4.8,4.6
29-11-2025,04:52:20,BG-20251129-09498,Incomplete,CUST100332,Mini,Srirampura,Shivajinagar,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Wallet,NA,NA,NA
10-11-2025,09:57:09,BG-20251110-09499,Cancelled by Customer,CUST102343,Bike,Sadashivanagar,Sahakara Nagar,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
12-11-2025,15:38:29,BG-20251112-09500,Cancelled by Customer,CUST100440,Prime Sedan,Cunningham Road,Cunningham Road,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
29-11-2025,18:10:03,BG-20251129-09501,Successful,CUST106922,Mini,Seshadripuram,Sadashivanagar,4.7,4.4,0,NA,0,NA,0,NA,168.43,Cash,8.41,4.3,4.4
14-11-2025,19:50:55,BG-20251114-09502,Cancelled by Customer,CUST102242,eBike,Shivajinagar,Adugodi,NA,NA,1,Wrong Address,0,NA,0,NA,NA,UPI,NA,NA,NA
16-11-2025,06:11:17,BG-20251116-09503,Successful,CUST102545,Mini,MG Road,Chamarajpet,1.5,1.4,0,NA,0,NA,0,NA,62.3,Wallet,0.3,5,4.3
22-11-2025,16:34:33,BG-20251122-09504,Successful,CUST107433,Prime Sedan,Sadashivanagar,Banashankari,5.4,4.7,0,NA,0,NA,0,NA,333.14,Wallet,17.24,4.8,4.2
18-11-2025,04:54:36,BG-20251118-09505,Successful,CUST101813,Mini,Basavanagudi,Basavanagudi,3.8,2.9,0,NA,0,NA,0,NA,99.77,Credit Card,3.27,4.2,4.3
21-11-2025,11:54:04,BG-20251121-09506,Successful,CUST103183,Prime SUV,Banashankari,Byatarayanapura,5.7,1.8,0,NA,0,NA,0,NA,270.45,Credit Card,7.66,4.1,4.4
22-11-2025,17:58:28,BG-20251122-09507,Successful,CUST101705,Auto,Hebbal,Peenya,3,3.2,0,NA,0,NA,0,NA,30.13,Cash,1.33,4.5,4.3
21-11-2025,02:42:32,BG-20251121-09508,Successful,CUST102726,eBike,Indiranagar,Indiranagar,6.1,3.2,0,NA,0,NA,0,NA,22.26,Credit Card,0.71,4.8,4.3
12-11-2025,22:39:08,BG-20251112-09509,Successful,CUST100397,Prime Sedan,Banaswadi,Kalyan Nagar,6.7,4.3,0,NA,0,NA,0,NA,70.84,UPI,0.3,4.9,4.7
18-11-2025,20:45:11,BG-20251118-09510,Successful,CUST103618,Auto,Nagarbhavi,Sadashivanagar,5.5,2.9,0,NA,0,NA,0,NA,61.37,Wallet,6.12,4.3,4.8
30-11-2025,11:17:50,BG-20251130-09511,Successful,CUST105990,Bike,Bommanahalli,Kundalahalli,3.3,3.2,0,NA,0,NA,0,NA,28.46,Cash,1.41,4.8,4.8
07-11-2025,18:46:43,BG-20251107-09512,Successful,CUST102178,Prime Sedan,Hebbal,Peenya,4.8,0.8,0,NA,0,NA,0,NA,106.97,Wallet,1.87,4.4,4.4
20-11-2025,08:44:38,BG-20251120-09513,Cancelled by Driver,CUST101997,eBike,Ulsoor,Rajajinagar 2,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Credit Card,NA,NA,NA
24-11-2025,07:20:39,BG-20251124-09514,Successful,CUST105781,eBike,Koramangala 4th Block,Yelahanka,3.6,3.4,0,NA,0,NA,0,NA,40.21,Credit Card,6.56,4.9,3.3
23-11-2025,09:39:07,BG-20251123-09515,Successful,CUST103118,eBike,Domlur,Yelahanka New Town,2.4,1.8,0,NA,0,NA,0,NA,23.15,Wallet,3.14,4.4,4.8
07-11-2025,08:16:50,BG-20251107-09516,Successful,CUST105456,Mini,Marathahalli,Kudlu Gate,3.6,4.7,0,NA,0,NA,0,NA,60.03,Wallet,0.3,4.7,4.9
09-11-2025,05:05:02,BG-20251109-09517,Cancelled by Customer,CUST100408,Prime Plus,Kengeri,Domlur,NA,NA,1,AC is not working,0,NA,0,NA,NA,UPI,NA,NA,NA
01-11-2025,18:23:56,BG-20251101-09518,Cancelled by Driver,CUST101098,Prime Sedan,Indiranagar,Cunningham Road,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
26-11-2025,17:54:27,BG-20251126-09519,Successful,CUST101508,Prime SUV,Koramangala,Richmond Town,5.7,2.6,0,NA,0,NA,0,NA,128,Cash,1.14,3.8,2.7
06-11-2025,09:40:41,BG-20251106-09520,Cancelled by Customer,CUST105955,Mini,Seshadripuram,Jakkur,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
06-11-2025,12:25:13,BG-20251106-09521,Cancelled by Customer,CUST105527,Bike,Kundalahalli,Richmond Town,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
22-11-2025,13:45:46,BG-20251122-09522,Cancelled by Customer,CUST104899,Auto,Yelahanka New Town,Koramangala 4th Block,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
29-11-2025,00:50:48,BG-20251129-09523,Successful,CUST102809,Prime SUV,HSR Layout,Hombegowda Nagar,7.2,3.3,0,NA,0,NA,0,NA,233.91,Wallet,5.47,5,3.7
12-11-2025,09:14:50,BG-20251112-09524,Incomplete,CUST100871,Mini,Sommanna Halli,Indiranagar,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Credit Card,0.2,NA,NA
22-11-2025,16:21:46,BG-20251122-09525,Cancelled by Customer,CUST105124,Prime SUV,Sirsi Circle,Sirsi Circle,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
12-11-2025,21:17:17,BG-20251112-09526,Successful,CUST104964,Mini,Richmond Town,Bellandur,2.2,4,0,NA,0,NA,0,NA,81.87,UPI,2.1,4.6,4.3
10-11-2025,08:16:18,BG-20251110-09527,Successful,CUST104493,Prime Plus,Adugodi,Vijayanagar,3.4,4.7,0,NA,0,NA,0,NA,85.48,Wallet,0.66,5,5
23-11-2025,07:37:05,BG-20251123-09528,Successful,CUST104066,Prime SUV,Banaswadi,Rajajinagar,8.8,4.8,0,NA,0,NA,0,NA,183.21,Cash,3.81,4.4,3.9
30-11-2025,23:09:48,BG-20251130-09529,Successful,CUST102147,Auto,Whitefield,Jakkur,2.3,4.4,0,NA,0,NA,0,NA,30.18,Cash,1.37,4.4,4.9
26-11-2025,16:09:36,BG-20251126-09530,Cancelled by Driver,CUST101520,Mini,Malleshwaram,Srirampura,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
06-11-2025,03:31:14,BG-20251106-09531,Cancelled by Customer,CUST101272,Mini,Vijayanagar,Byatarayanapura,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
17-11-2025,17:20:02,BG-20251117-09532,Successful,CUST105126,Mini,Malleshwaram,Outer Ring Road,5.9,3.6,0,NA,0,NA,0,NA,70.52,Wallet,1.05,5,4.4
19-11-2025,09:10:53,BG-20251119-09533,Incomplete,CUST103933,Bike,Jayanagar,Shivajinagar,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Credit Card,NA,NA,NA
18-11-2025,03:19:17,BG-20251118-09534,Successful,CUST101753,eBike,Srirampura,Shivajinagar,5,3.5,0,NA,0,NA,0,NA,60.3,Wallet,4.82,4.6,4.1
06-11-2025,20:10:44,BG-20251106-09535,Cancelled by Customer,CUST104503,Prime SUV,Richmond Town,Jakkur,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
24-11-2025,14:53:36,BG-20251124-09536,Cancelled by Customer,CUST107582,Prime Sedan,MG Road,Malleshwaram,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
19-11-2025,04:57:09,BG-20251119-09537,Successful,CUST107190,Bike,Jakkur,Jakkur,1.8,2,0,NA,0,NA,0,NA,36.6,Credit Card,2.1,4.3,3.8
10-11-2025,01:37:17,BG-20251110-09538,Successful,CUST104997,Bike,Gottigere,Yeshwanthpur,4.7,3.9,0,NA,0,NA,0,NA,22.04,Wallet,0.46,4.6,3.7
24-11-2025,17:49:01,BG-20251124-09539,Cancelled by Driver,CUST105056,Mini,Chamarajpet,Chamarajpet,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
08-11-2025,04:10:32,BG-20251108-09540,Successful,CUST104417,Prime Plus,Ulsoor,Kudlu Gate,5.4,3.1,0,NA,0,NA,0,NA,78.87,Credit Card,1.7,5,3.8
21-11-2025,07:19:12,BG-20251121-09541,Cancelled by Customer,CUST107372,Prime Sedan,Hombegowda Nagar,Hombegowda Nagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
24-11-2025,08:23:35,BG-20251124-09542,Successful,CUST107829,Mini,Bellandur,Frazer Town,6.3,3.2,0,NA,0,NA,0,NA,53.45,UPI,0.69,5,4.2
06-11-2025,15:38:39,BG-20251106-09543,Cancelled by Customer,CUST102286,Mini,Cunningham Road,Yelahanka New Town,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,20:44:02,BG-20251121-09544,Successful,CUST101436,Auto,Koramangala 4th Block,Koramangala 4th Block,6,3.1,0,NA,0,NA,0,NA,52.71,Wallet,4.5,4.2,4.8
25-11-2025,11:27:27,BG-20251125-09545,Cancelled by Driver,CUST104751,Mini,Richmond Town,Cunningham Road,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Wallet,NA,NA,NA
30-11-2025,11:57:28,BG-20251130-09546,Successful,CUST107392,Auto,Adugodi,Whitefield 2,4,1.2,0,NA,0,NA,0,NA,36.63,Cash,1.63,4.6,4.7
07-11-2025,20:58:52,BG-20251107-09547,Successful,CUST107500,Prime SUV,Bellandur,Outer Ring Road,10.2,3,0,NA,0,NA,0,NA,325.35,Credit Card,10.88,4.3,3.2
24-11-2025,18:31:54,BG-20251124-09548,Successful,CUST101399,Auto,Kengeri,Jayanagar,3.6,3.7,0,NA,0,NA,0,NA,27.4,Credit Card,0.3,4.9,3.9
01-11-2025,09:48:39,BG-20251101-09549,Successful,CUST107883,Bike,Yeshwanthpur,Koramangala 4th Block,2.2,3.8,0,NA,0,NA,0,NA,65.69,Cash,8.94,4.2,5
27-11-2025,04:27:05,BG-20251127-09550,Successful,CUST106616,Bike,Malleshwaram,Kalyan Nagar,1.3,1.2,0,NA,0,NA,0,NA,43.85,Wallet,2.99,4.6,4.6
18-11-2025,02:43:00,BG-20251118-09551,Cancelled by Customer,CUST101531,Prime Sedan,Shivajinagar,Shivajinagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
24-11-2025,06:18:26,BG-20251124-09552,Successful,CUST103760,Auto,Rajajinagar,Frazer Town,3.3,4.4,0,NA,0,NA,0,NA,32.28,UPI,0.91,4.5,4.8
28-11-2025,11:55:16,BG-20251128-09553,Successful,CUST100941,eBike,Whitefield,Peenya,3.1,3.7,0,NA,0,NA,0,NA,48.47,Cash,3.98,4.7,5
25-11-2025,20:58:23,BG-20251125-09554,Cancelled by Driver,CUST100679,Mini,Srirampura,Richmond Town,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
20-11-2025,08:34:16,BG-20251120-09555,Cancelled by Driver,CUST107099,Prime Plus,Ulsoor,Cunningham Road,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
12-11-2025,02:32:59,BG-20251112-09556,Successful,CUST105810,Prime SUV,Rajajinagar,Koramangala 4th Block,7.4,3.9,0,NA,0,NA,0,NA,159.68,UPI,2.74,4.6,3.9
16-11-2025,10:43:43,BG-20251116-09557,Cancelled by Customer,CUST105683,eBike,Jakkur,Sahakara Nagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
10-11-2025,04:53:07,BG-20251110-09558,Successful,CUST100894,Prime Plus,Rajankunte,Gottigere,4.2,4.4,0,NA,0,NA,0,NA,165.45,UPI,6.12,4.6,4.2
27-11-2025,06:35:33,BG-20251127-09559,Successful,CUST102046,Prime Plus,Jakkur,Seshadripuram,7.8,5.7,0,NA,0,NA,0,NA,103.6,Wallet,3.53,4.7,4.9
10-11-2025,01:06:15,BG-20251110-09560,Successful,CUST106565,Prime Sedan,Nagarbhavi,Koramangala 4th Block,7.9,2.5,0,NA,0,NA,0,NA,132.83,Credit Card,3.75,4.7,4.3
14-11-2025,21:47:35,BG-20251114-09561,Incomplete,CUST103227,Prime Sedan,Whitefield,Hombegowda Nagar,NA,NA,0,NA,0,NA,1,Other Issue,NA,Credit Card,NA,NA,NA
25-11-2025,20:52:18,BG-20251125-09562,Cancelled by Customer,CUST106968,Prime Plus,Banashankari,Jakkur,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
20-11-2025,12:37:43,BG-20251120-09563,Successful,CUST101204,Bike,Ulsoor,Jayanagar,2.8,3,0,NA,0,NA,0,NA,78.85,Wallet,10.41,4.5,4.6
10-11-2025,11:42:34,BG-20251110-09564,Cancelled by Driver,CUST104520,Prime Sedan,MG Road,Domlur,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
10-11-2025,21:01:16,BG-20251110-09565,Cancelled by Customer,CUST101851,Mini,Banashankari,Sirsi Circle,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
26-11-2025,08:00:30,BG-20251126-09566,Successful,CUST101579,eBike,Nagarbhavi,Bellandur,4.8,3.7,0,NA,0,NA,0,NA,28.23,Wallet,1.79,4.7,4.7
25-11-2025,20:02:06,BG-20251125-09567,Successful,CUST105035,eBike,Gottigere,Kengeri,7.2,2.7,0,NA,0,NA,0,NA,47.1,Wallet,6.11,4.1,4.5
11-11-2025,12:59:05,BG-20251111-09568,Cancelled by Customer,CUST102055,Prime Plus,Sommanna Halli,Koramangala 4th Block,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
23-11-2025,08:30:09,BG-20251123-09569,Successful,CUST103923,Prime Plus,Seshadripuram,Gottigere,6.8,2.7,0,NA,0,NA,0,NA,82.87,UPI,2.09,4.3,4.1
02-11-2025,04:50:01,BG-20251102-09570,Successful,CUST104449,Bike,Cunningham Road,Yelahanka,4.8,5.2,0,NA,0,NA,0,NA,45.66,UPI,3.7,5,4.7
25-11-2025,07:42:09,BG-20251125-09571,Successful,CUST104611,Auto,HSR Layout,Rajankunte,5.9,4.1,0,NA,0,NA,0,NA,184.13,Wallet,20.12,5,4.1
20-11-2025,12:32:47,BG-20251120-09572,Incomplete,CUST107467,Mini,HSR Layout,Gottigere,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,UPI,4.17,NA,NA
08-11-2025,15:56:31,BG-20251108-09573,Successful,CUST105557,Mini,Sadashivanagar,Bommanahalli,9.4,3.5,0,NA,0,NA,0,NA,65.05,Wallet,1.12,4.5,5
30-11-2025,16:09:31,BG-20251130-09574,Successful,CUST105615,Bike,JP Nagar,Whitefield,2.5,4.1,0,NA,0,NA,0,NA,27.39,Wallet,3.17,4.4,4.3
23-11-2025,01:50:47,BG-20251123-09575,Successful,CUST101113,Mini,Marathahalli,Yelahanka New Town,4.3,3.4,0,NA,0,NA,0,NA,138.22,UPI,7.6,4.8,4.3
29-11-2025,05:51:46,BG-20251129-09576,Successful,CUST103232,Prime SUV,HSR Layout,Lalbagh,7.3,3,0,NA,0,NA,0,NA,101.89,UPI,0.3,4.8,5
07-11-2025,01:40:15,BG-20251107-09577,Successful,CUST106680,Bike,Sadashivanagar,Marathahalli,3.5,5,0,NA,0,NA,0,NA,35,Credit Card,3.46,4.2,5
08-11-2025,05:58:26,BG-20251108-09578,Incomplete,CUST103887,Prime SUV,Hombegowda Nagar,Banaswadi,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,0.27,NA,NA
01-11-2025,06:41:07,BG-20251101-09579,Cancelled by Customer,CUST106098,Mini,Frazer Town,Jayanagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
21-11-2025,00:34:16,BG-20251121-09580,Cancelled by Driver,CUST104955,Prime Sedan,Indiranagar,Indiranagar,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Credit Card,NA,NA,NA
02-11-2025,08:08:48,BG-20251102-09581,Successful,CUST106757,Mini,Malleshwaram,Malleshwaram,5,4.5,0,NA,0,NA,0,NA,39.06,Credit Card,0.32,3.9,4
18-11-2025,21:35:12,BG-20251118-09582,Successful,CUST104585,Bike,Vijayanagar,Yelahanka,7.8,4,0,NA,0,NA,0,NA,87.62,UPI,9.71,5,4
15-11-2025,14:40:32,BG-20251115-09583,Successful,CUST107963,eBike,Kengeri,Kengeri,4.1,5,0,NA,0,NA,0,NA,21.05,Credit Card,1.32,4,3.5
01-11-2025,11:52:51,BG-20251101-09584,Successful,CUST102444,Prime Plus,Srirampura,Peenya,5.3,4.6,0,NA,0,NA,0,NA,57.68,Wallet,0.3,4.3,5
