Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Rating,Customer Rating,Payment Mode
2025-11-08,15:38:53,BG-20251108-08375,Cancelled by Customer,CUST104996,Auto,Rajajinagar,Hebbal,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-16,11:26:45,BG-20251116-08376,Successful,CUST105293,Prime Sedan,Chamarajpet,Kengeri,7.7,2.4,0,,0,,0,,70.02,0.3,4.6,4.5,Wallet
2025-11-06,02:53:46,BG-20251106-08377,Successful,CUST107290,Bike,Malleshwaram,Yelahanka New Town,3.0,3.8,0,,0,,0,,52.41,1.8,4.5,4.0,Credit Card
2025-11-13,02:05:04,BG-20251113-08378,Successful,CUST107898,Prime Plus,Kudlu Gate,HSR Layout,7.2,4.0,0,,0,,0,,94.87,1.69,3.9,4.0,Wallet
2025-11-30,15:42:58,BG-20251130-08379,Successful,CUST102025,Auto,Nagarbhavi,Rajajinagar 2,6.2,3.4,0,,0,,0,,76.6,4.59,4.6,5.0,Cash
2025-11-23,16:10:09,BG-20251123-08380,Successful,CUST107603,Bike,Yelahanka,Hombegowda Nagar,2.5,2.8,0,,0,,0,,60.71,5.53,3.8,4.8,Credit Card
2025-11-28,09:16:08,BG-20251128-08381,Successful,CUST103817,Mini,Hombegowda Nagar,Rajajinagar 2,4.7,5.2,0,,0,,0,,77.87,2.63,4.3,4.2,Credit Card
2025-11-22,14:29:45,BG-20251122-08382,Successful,CUST106137,Auto,Vijayanagar,Bommanahalli,3.9,3.3,0,,0,,0,,26.82,0.35,5.0,3.9,Wallet
2025-11-22,22:17:01,BG-20251122-08383,Successful,CUST101578,Mini,Shivajinagar,Peenya,6.5,4.3,0,,0,,0,,66.59,1.24,4.7,4.5,UPI
2025-11-16,02:25:24,BG-20251116-08384,Cancelled by Customer,CUST100416,Prime Sedan,Koramangala,Koramangala 4th Block,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-28,01:24:44,BG-20251128-08385,Successful,CUST102564,Mini,Kengeri,Kengeri,5.8,3.3,0,,0,,0,,57.06,1.82,4.7,4.4,Cash
2025-11-16,09:40:10,BG-20251116-08386,Successful,CUST105919,Mini,Rajajinagar,Basavanagudi,6.4,4.8,0,,0,,0,,53.69,1.75,4.2,3.9,Credit Card
2025-11-03,22:51:17,BG-20251103-08387,Successful,CUST102655,Mini,Jakkur,Seshadripuram,8.6,3.3,0,,0,,0,,121.34,4.79,4.0,4.4,UPI
2025-11-28,22:51:37,BG-20251128-08388,Cancelled by Customer,CUST102384,Mini,Hombegowda Nagar,Vijayanagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-13,21:54:32,BG-20251113-08389,Incomplete,CUST100096,Prime SUV,Lalbagh,Chamarajpet,,,0,,0,,1,Other Issue,,,,,Wallet
2025-11-14,05:47:52,BG-20251114-08390,Cancelled by Driver,CUST102852,Mini,Byatarayanapura,Rajajinagar,,,0,,1,The customer was coughing/sick,0,,,,,,Cash
2025-11-08,21:55:50,BG-20251108-08391,Cancelled by Driver,CUST102403,Prime Plus,Gottigere,Gottigere,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-12,19:32:13,BG-20251112-08392,Cancelled by Driver,CUST103134,Bike,HSR Layout,HSR Layout,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-23,19:07:23,BG-20251123-08393,Successful,CUST103831,Prime Plus,Rajankunte,Seshadripuram,2.8,2.3,0,,0,,0,,157.86,6.58,4.4,4.2,Cash
2025-11-23,00:43:16,BG-20251123-08394,Successful,CUST100633,Bike,Kundalahalli,Electronic City,5.2,4.8,0,,0,,0,,24.08,0.68,4.9,4.9,Cash
2025-11-22,04:46:07,BG-20251122-08395,Successful,CUST104256,Prime Sedan,Lalbagh,Indiranagar,4.5,3.6,0,,0,,0,,109.92,1.3,4.4,4.8,Wallet
2025-11-21,21:28:51,BG-20251121-08396,Successful,CUST101639,eBike,Indiranagar,Vijayanagar,3.6,4.0,0,,0,,0,,35.4,1.56,4.6,4.6,Credit Card
2025-11-26,22:22:00,BG-20251126-08397,Successful,CUST105960,Prime SUV,MG Road,Seshadripuram,4.8,4.4,0,,0,,0,,199.28,4.9,4.9,4.4,Credit Card
2025-11-08,16:12:06,BG-20251108-08398,Successful,CUST101073,Prime Sedan,Jayanagar,HSR Layout,7.3,5.0,0,,0,,0,,158.06,5.42,4.4,3.8,Cash
2025-11-21,21:34:30,BG-20251121-08399,Successful,CUST100155,Prime Plus,Shivajinagar,Yeshwanthpur,6.8,2.1,0,,0,,0,,81.91,0.31,4.0,4.4,Credit Card
2025-11-25,02:59:42,BG-20251125-08400,Successful,CUST107004,Mini,Banashankari,Banashankari,8.6,2.9,0,,0,,0,,61.6,0.63,4.4,4.2,Cash
2025-11-09,11:40:02,BG-20251109-08401,Successful,CUST104884,Bike,Yelahanka New Town,Frazer Town,4.9,4.9,0,,0,,0,,33.68,1.19,4.4,4.4,Credit Card
2025-11-01,06:40:22,BG-20251101-08402,Successful,CUST102476,Auto,Yelahanka,Outer Ring Road,5.4,2.5,0,,0,,0,,54.27,5.01,4.4,5.0,Cash
2025-11-06,23:27:38,BG-20251106-08403,Successful,CUST105208,Prime Plus,Adugodi,Byatarayanapura,5.5,5.2,0,,0,,0,,104.38,4.04,5.0,3.8,Credit Card
2025-11-23,04:03:38,BG-20251123-08404,Cancelled by Customer,CUST106207,Prime Plus,Domlur,Koramangala 4th Block,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-19,04:47:25,BG-20251119-08405,Successful,CUST100769,Mini,Gottigere,Adugodi,5.0,4.6,0,,0,,0,,52.09,0.3,5.0,4.8,Credit Card
2025-11-23,23:16:36,BG-20251123-08406,Cancelled by Customer,CUST101915,Prime SUV,Sirsi Circle,JP Nagar,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-11,02:47:07,BG-20251111-08407,Cancelled by Customer,CUST100182,Auto,Shivajinagar,Nagarbhavi,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-11,03:53:06,BG-20251111-08408,Incomplete,CUST105750,Prime Sedan,Cunningham Road,Cunningham Road,,,0,,0,,1,Vehicle Breakdown,,0.45,,,Cash
2025-11-23,00:58:46,BG-20251123-08409,Cancelled by Driver,CUST105814,Prime SUV,Jakkur,Hebbal,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-30,12:19:21,BG-20251130-08410,Cancelled by Driver,CUST103721,Auto,Jakkur,Koramangala,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-13,18:39:18,BG-20251113-08411,Successful,CUST101108,Bike,Bellandur,Gottigere,5.4,4.2,0,,0,,0,,21.82,1.28,4.6,4.6,Wallet
2025-11-11,10:38:06,BG-20251111-08412,Successful,CUST103184,eBike,Byatarayanapura,Banaswadi,2.7,4.2,0,,0,,0,,56.54,7.56,4.2,4.1,Credit Card
2025-11-18,08:12:13,BG-20251118-08413,Incomplete,CUST106026,Prime Plus,Hombegowda Nagar,Hombegowda Nagar,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-23,05:05:16,BG-20251123-08414,Successful,CUST101608,Prime Sedan,Adugodi,Marathahalli,10.0,2.7,0,,0,,0,,83.37,0.61,4.4,4.3,UPI
2025-11-15,02:24:59,BG-20251115-08415,Cancelled by Customer,CUST103454,Bike,Nagarbhavi,Vijayanagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-01,22:04:51,BG-20251101-08416,Successful,CUST104420,Mini,Chamarajpet,Koramangala,6.6,2.4,0,,0,,0,,60.03,0.75,5.0,4.5,Credit Card
2025-11-21,16:14:25,BG-20251121-08417,Successful,CUST101144,Prime SUV,Hebbal,Richmond Town,8.7,3.6,0,,0,,0,,182.51,3.3,4.6,4.5,Credit Card
2025-11-25,04:37:53,BG-20251125-08418,Successful,CUST100093,eBike,Malleshwaram,Sadashivanagar,2.2,2.6,0,,0,,0,,28.23,3.0,3.9,4.5,UPI
2025-11-07,06:29:55,BG-20251107-08419,Cancelled by Customer,CUST106181,Prime SUV,Peenya,Sahakara Nagar,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-23,06:35:07,BG-20251123-08420,Successful,CUST104543,Prime Plus,Srirampura,Chamarajpet,7.7,4.2,0,,0,,0,,99.54,0.91,4.4,4.8,Wallet
2025-11-27,23:32:29,BG-20251127-08421,Successful,CUST102559,eBike,Gottigere,Indiranagar,3.9,4.6,0,,0,,0,,46.65,3.97,5.0,4.8,Credit Card
2025-11-13,21:05:37,BG-20251113-08422,Successful,CUST104954,Auto,Hombegowda Nagar,Kundalahalli,4.0,2.7,0,,0,,0,,95.21,7.24,4.6,5.0,Credit Card
2025-11-12,15:40:16,BG-20251112-08423,Successful,CUST105531,Mini,MG Road,Kengeri,5.8,2.3,0,,0,,0,,57.5,0.3,4.3,4.6,Credit Card
2025-11-18,02:25:58,BG-20251118-08424,Cancelled by Driver,CUST103330,Prime Plus,Banaswadi,Vijayanagar,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-24,18:36:49,BG-20251124-08425,Cancelled by Driver,CUST106345,Auto,Srirampura,Kundalahalli,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-19,03:41:21,BG-20251119-08426,Successful,CUST102184,Mini,Nagarbhavi,Jayanagar,4.9,5.1,0,,0,,0,,68.63,2.31,5.0,4.1,Cash
2025-11-15,09:02:28,BG-20251115-08427,Cancelled by Customer,CUST102751,Prime Sedan,Whitefield,Whitefield 2,,,1,AC is not working,0,,0,,,,,,Cash
2025-11-08,05:06:11,BG-20251108-08428,Cancelled by Driver,CUST104436,Prime Plus,Yelahanka New Town,Yelahanka,,,0,,1,Personal & Car related issues,0,,,,,,UPI
2025-11-19,21:33:13,BG-20251119-08429,Successful,CUST103126,Bike,Jayanagar,Domlur,3.7,3.2,0,,0,,0,,26.41,0.3,5.0,4.5,Wallet
2025-11-10,05:27:24,BG-20251110-08430,Successful,CUST103030,Bike,Kengeri,Adugodi,6.6,2.4,0,,0,,0,,22.84,1.85,5.0,4.4,Credit Card
2025-11-07,06:37:54,BG-20251107-08431,Successful,CUST100075,Prime Plus,Seshadripuram,Jayanagar,7.8,5.9,0,,0,,0,,80.0,1.1,3.9,3.9,Cash
2025-11-18,03:58:01,BG-20251118-08432,Successful,CUST105774,Prime Plus,Peenya,HSR Layout,2.4,3.5,0,,0,,0,,102.27,2.22,4.5,4.8,Wallet
2025-11-16,19:06:27,BG-20251116-08433,Successful,CUST104424,Prime Sedan,Shivajinagar,Banashankari,8.2,5.1,0,,0,,0,,152.91,4.24,4.4,5.0,Wallet
2025-11-20,06:11:29,BG-20251120-08434,Cancelled by Driver,CUST104145,Auto,Srirampura,Banashankari,,,0,,1,The customer was coughing/sick,0,,,,,,Wallet
2025-11-27,01:24:14,BG-20251127-08435,Successful,CUST100182,Prime Sedan,HSR Layout,Gottigere,7.5,4.1,0,,0,,0,,108.72,1.74,4.8,4.3,Cash
2025-11-06,18:34:06,BG-20251106-08436,Cancelled by Customer,CUST101178,Auto,Byatarayanapura,Chamarajpet,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-27,13:49:29,BG-20251127-08437,Successful,CUST107257,eBike,MG Road,MG Road,4.3,5.0,0,,0,,0,,21.02,2.52,4.6,4.0,UPI
2025-11-09,08:08:32,BG-20251109-08438,Successful,CUST103159,Auto,Hebbal,Banaswadi,0.6,4.9,0,,0,,0,,55.93,4.02,4.9,3.8,Credit Card
2025-11-21,01:10:57,BG-20251121-08439,Cancelled by Driver,CUST104972,Bike,Vijayanagar,Koramangala,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-13,04:24:06,BG-20251113-08440,Successful,CUST100712,Auto,Basavanagudi,Hombegowda Nagar,4.6,2.4,0,,0,,0,,88.2,6.22,4.8,4.3,Credit Card
2025-11-25,06:14:43,BG-20251125-08441,Successful,CUST102017,eBike,Shivajinagar,Shivajinagar,5.7,1.2,0,,0,,0,,82.93,6.59,4.5,5.0,Credit Card
2025-11-21,07:22:38,BG-20251121-08442,Successful,CUST107634,Prime Sedan,Shivajinagar,Jayanagar,8.3,2.0,0,,0,,0,,137.38,3.15,4.8,4.7,UPI
2025-11-26,11:59:48,BG-20251126-08443,Cancelled by Customer,CUST106526,Mini,HSR Layout,Whitefield 2,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-08,03:36:52,BG-20251108-08444,Cancelled by Customer,CUST105314,Prime Plus,Indiranagar,Banaswadi,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Cash
2025-11-16,09:13:56,BG-20251116-08445,Successful,CUST101230,Mini,Banaswadi,Whitefield,5.0,5.1,0,,0,,0,,71.64,3.27,4.8,5.0,UPI
2025-11-13,12:31:16,BG-20251113-08446,Cancelled by Customer,CUST102837,Prime Plus,Jayanagar,Whitefield,,,1,AC is not working,0,,0,,,,,,Credit Card
2025-11-13,13:26:42,BG-20251113-08447,Incomplete,CUST102038,Prime SUV,Sahakara Nagar,Peenya,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-17,08:54:36,BG-20251117-08448,Successful,CUST107622,Prime Sedan,Seshadripuram,Rajankunte,5.6,3.7,0,,0,,0,,73.35,0.51,4.0,4.9,Credit Card
2025-11-23,22:18:57,BG-20251123-08449,Successful,CUST101896,Auto,Marathahalli,Marathahalli,5.9,4.4,0,,0,,0,,35.19,0.3,4.3,4.9,Wallet
2025-11-20,20:52:44,BG-20251120-08450,Successful,CUST103146,Mini,Sahakara Nagar,Adugodi,5.5,3.6,0,,0,,0,,46.01,0.63,4.7,4.3,UPI
2025-11-05,20:37:44,BG-20251105-08451,Successful,CUST102413,Prime Sedan,Rajankunte,Frazer Town,8.9,4.0,0,,0,,0,,98.06,0.8,4.7,5.0,UPI
2025-11-22,04:48:55,BG-20251122-08452,Successful,CUST101046,Prime Sedan,Sommanna Halli,Indiranagar,7.1,2.3,0,,0,,0,,117.53,2.21,5.0,4.7,UPI
2025-11-21,12:09:33,BG-20251121-08453,Successful,CUST104237,Prime Sedan,Seshadripuram,Hebbal,3.6,5.6,0,,0,,0,,155.34,4.79,4.4,4.0,Wallet
2025-11-28,14:29:18,BG-20251128-08454,Successful,CUST103148,Auto,Richmond Town,Richmond Town,3.4,2.1,0,,0,,0,,86.61,6.73,4.8,4.1,Cash
2025-11-17,07:56:10,BG-20251117-08455,Successful,CUST103045,Bike,Marathahalli,Basavanagudi,3.5,4.3,0,,0,,0,,27.14,1.19,4.7,4.9,Credit Card
2025-11-28,11:17:38,BG-20251128-08456,Successful,CUST102919,Auto,Basavanagudi,JP Nagar,2.3,2.9,0,,0,,0,,36.2,1.4,4.1,4.6,Wallet
2025-11-09,16:26:24,BG-20251109-08457,Successful,CUST102224,Prime Plus,Seshadripuram,Jakkur,7.1,2.6,0,,0,,0,,80.48,1.25,4.5,4.1,Credit Card
2025-11-02,20:10:13,BG-20251102-08458,Cancelled by Customer,CUST100345,Prime Plus,Kudlu Gate,Peenya,,,1,AC is not working,0,,0,,,,,,Credit Card
2025-11-25,16:09:54,BG-20251125-08459,Successful,CUST102201,Auto,Adugodi,Outer Ring Road,4.3,4.5,0,,0,,0,,93.84,10.01,4.4,4.4,UPI
2025-11-26,18:45:07,BG-20251126-08460,Incomplete,CUST102541,eBike,Kalyan Nagar,Whitefield 2,,,0,,0,,1,Vehicle Breakdown,,1.98,,,Cash
2025-11-18,09:25:59,BG-20251118-08461,Cancelled by Driver,CUST103894,Prime Sedan,Ulsoor,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-09,14:44:32,BG-20251109-08462,Cancelled by Customer,CUST106883,Prime Plus,Rajajinagar 2,Jayanagar,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-06,12:39:48,BG-20251106-08463,Successful,CUST103209,eBike,MG Road,Bommanahalli,3.0,3.5,0,,0,,0,,20.63,0.64,3.8,4.3,Credit Card
2025-11-11,11:15:33,BG-20251111-08464,Cancelled by Driver,CUST103046,Prime Sedan,Seshadripuram,Hombegowda Nagar,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-25,19:03:02,BG-20251125-08465,Successful,CUST106588,eBike,Sadashivanagar,MG Road,4.0,3.0,0,,0,,0,,40.12,3.63,4.7,4.3,Wallet
2025-11-29,17:09:03,BG-20251129-08466,Successful,CUST100734,eBike,Shivajinagar,Hebbal,2.9,2.9,0,,0,,0,,19.8,0.3,4.3,4.1,Cash
2025-11-06,12:21:58,BG-20251106-08467,Cancelled by Customer,CUST102009,Prime SUV,Kengeri,Kengeri,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-06,03:31:43,BG-20251106-08468,Successful,CUST102308,Prime SUV,Shivajinagar,Malleshwaram,5.5,2.4,0,,0,,0,,177.59,3.66,4.7,4.7,Credit Card
2025-11-13,13:44:16,BG-20251113-08469,Successful,CUST104465,Prime SUV,Whitefield,Indiranagar,8.8,4.4,0,,0,,0,,134.7,1.0,4.5,4.7,UPI
2025-11-11,15:24:51,BG-20251111-08470,Cancelled by Customer,CUST107279,Prime Plus,Seshadripuram,Sirsi Circle,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-14,02:14:03,BG-20251114-08471,Incomplete,CUST107038,Prime SUV,Sadashivanagar,Adugodi,,,0,,0,,1,Vehicle Breakdown,,0.65,,,Wallet
2025-11-02,18:59:00,BG-20251102-08472,Cancelled by Driver,CUST101927,eBike,Jayanagar,Domlur,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-08,02:49:36,BG-20251108-08473,Cancelled by Customer,CUST100685,Prime SUV,Sahakara Nagar,Kalyan Nagar,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-03,01:05:36,BG-20251103-08474,Successful,CUST106433,Prime Plus,Sommanna Halli,Srirampura,5.6,3.4,0,,0,,0,,88.69,1.13,5.0,4.7,Cash
2025-11-23,08:39:34,BG-20251123-08475,Successful,CUST100405,Mini,Kengeri,Bommanahalli,6.6,3.8,0,,0,,0,,49.56,0.3,4.1,4.6,Wallet
2025-11-21,22:57:12,BG-20251121-08476,Successful,CUST106308,eBike,Lalbagh,Sommanna Halli,1.4,3.5,0,,0,,0,,21.43,0.3,4.9,4.1,Credit Card
2025-11-03,07:11:49,BG-20251103-08477,Successful,CUST104299,Bike,Jayanagar,Jayanagar,4.2,2.3,0,,0,,0,,21.8,0.3,4.4,3.7,UPI
2025-11-01,12:15:58,BG-20251101-08478,Successful,CUST107592,Prime SUV,HSR Layout,Cunningham Road,5.8,2.4,0,,0,,0,,170.7,3.34,4.5,4.8,Cash
2025-11-24,02:19:26,BG-20251124-08479,Cancelled by Driver,CUST105206,eBike,Byatarayanapura,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-19,23:38:45,BG-20251119-08480,Incomplete,CUST101055,eBike,Srirampura,Rajajinagar 2,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-18,15:05:37,BG-20251118-08481,Successful,CUST102365,Mini,Byatarayanapura,Byatarayanapura,4.6,4.3,0,,0,,0,,124.5,6.71,4.8,4.0,UPI
2025-11-17,16:28:51,BG-20251117-08482,Cancelled by Customer,CUST103035,Mini,Koramangala,Gottigere,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-20,17:16:37,BG-20251120-08483,Successful,CUST105845,Bike,Sirsi Circle,Sadashivanagar,5.5,2.9,0,,0,,0,,43.89,4.39,4.4,4.8,Credit Card
2025-11-29,20:00:42,BG-20251129-08484,Successful,CUST103180,Auto,Yelahanka New Town,Whitefield 2,3.1,5.4,0,,0,,0,,34.41,1.3,4.3,5.0,Cash
2025-11-24,14:08:44,BG-20251124-08485,Incomplete,CUST106005,Prime Plus,Hombegowda Nagar,Hombegowda Nagar,,,0,,0,,1,Vehicle Breakdown,,0.47,,,Credit Card
2025-11-13,08:00:42,BG-20251113-08486,Successful,CUST104839,Bike,Electronic City,Whitefield,2.4,5.4,0,,0,,0,,71.44,8.72,4.5,3.8,Cash
2025-11-03,04:50:58,BG-20251103-08487,Successful,CUST104229,Prime SUV,Srirampura,Srirampura,5.3,4.1,0,,0,,0,,217.93,4.52,4.9,5.0,Wallet
2025-11-30,18:09:42,BG-20251130-08488,Cancelled by Customer,CUST106289,eBike,HSR Layout,HSR Layout,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-01,20:38:39,BG-20251101-08489,Cancelled by Driver,CUST107940,eBike,Basavanagudi,Richmond Town,,,0,,1,Personal & Car related issues,0,,,,,,Wallet
2025-11-04,03:06:10,BG-20251104-08490,Cancelled by Customer,CUST103967,eBike,Koramangala 4th Block,Outer Ring Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-25,22:15:45,BG-20251125-08491,Incomplete,CUST103429,Auto,Indiranagar,Koramangala 4th Block,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-13,12:29:02,BG-20251113-08492,Incomplete,CUST107029,Auto,Hombegowda Nagar,Cunningham Road,,,0,,0,,1,Vehicle Breakdown,,3.21,,,Wallet
2025-11-17,04:30:08,BG-20251117-08493,Cancelled by Customer,CUST104585,Mini,Ulsoor,Kudlu Gate,,,1,Driver asked to cancel,0,,0,,,,,,Wallet
2025-11-28,09:46:18,BG-20251128-08494,Successful,CUST107270,Prime Plus,Ulsoor,Shivajinagar,6.4,2.4,0,,0,,0,,65.5,0.3,4.0,4.2,Credit Card
2025-11-30,21:59:32,BG-20251130-08495,Successful,CUST101400,Auto,Sommanna Halli,Sommanna Halli,4.6,4.1,0,,0,,0,,49.96,1.62,4.3,5.0,Wallet
2025-11-11,02:30:39,BG-20251111-08496,Cancelled by Customer,CUST104871,Mini,Koramangala,Sadashivanagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-02,04:09:50,BG-20251102-08497,Successful,CUST100736,Auto,Adugodi,MG Road,2.8,4.4,0,,0,,0,,39.91,2.68,4.3,3.9,UPI
2025-11-25,01:47:21,BG-20251125-08498,Successful,CUST104187,eBike,Lalbagh,Whitefield,4.2,3.2,0,,0,,0,,29.29,2.39,4.2,4.5,UPI
2025-11-16,20:37:01,BG-20251116-08499,Successful,CUST102760,Mini,Nagarbhavi,Sirsi Circle,4.5,5.1,0,,0,,0,,105.8,4.44,4.9,4.6,UPI
2025-11-02,22:01:54,BG-20251102-08500,Cancelled by Customer,CUST107782,eBike,Yelahanka New Town,Shivajinagar,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-29,12:45:59,BG-20251129-08501,Successful,CUST101629,Prime Sedan,Srirampura,Banaswadi,2.5,3.7,0,,0,,0,,120.42,2.81,3.9,3.6,UPI
2025-11-19,07:27:42,BG-20251119-08502,Cancelled by Customer,CUST103152,Bike,Cunningham Road,Hombegowda Nagar,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-23,07:34:33,BG-20251123-08503,Successful,CUST100696,Prime Sedan,Ulsoor,Ulsoor,5.0,4.3,0,,0,,0,,86.49,0.59,3.9,4.9,UPI
2025-11-19,11:48:20,BG-20251119-08504,Successful,CUST103425,Prime Sedan,Koramangala,Whitefield 2,6.3,3.2,0,,0,,0,,120.93,2.98,5.0,4.3,UPI
2025-11-25,01:05:56,BG-20251125-08505,Cancelled by Customer,CUST106081,Mini,Sommanna Halli,JP Nagar,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-16,20:01:29,BG-20251116-08506,Incomplete,CUST107147,Bike,Ulsoor,Outer Ring Road,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-22,00:39:25,BG-20251122-08507,Cancelled by Customer,CUST106464,Auto,Kengeri,Hebbal,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-19,20:03:24,BG-20251119-08508,Successful,CUST105015,Mini,Yelahanka,Cunningham Road,2.9,1.8,0,,0,,0,,66.3,0.96,5.0,4.1,UPI
2025-11-09,01:23:20,BG-20251109-08509,Successful,CUST101698,Auto,Vijayanagar,Jakkur,3.2,3.0,0,,0,,0,,40.53,0.9,3.6,4.8,Credit Card
2025-11-01,15:51:12,BG-20251101-08510,Successful,CUST107975,Prime Sedan,Indiranagar,Whitefield 2,8.8,2.3,0,,0,,0,,251.85,12.11,4.7,4.4,UPI
2025-11-10,14:34:59,BG-20251110-08511,Successful,CUST102349,Prime Sedan,Rajajinagar,Rajajinagar 2,10.1,3.1,0,,0,,0,,166.15,4.95,4.5,4.5,Cash
2025-11-19,19:13:31,BG-20251119-08512,Successful,CUST101331,eBike,Malleshwaram,Domlur,4.4,3.3,0,,0,,0,,21.79,1.02,4.5,3.9,Credit Card
2025-11-01,03:35:07,BG-20251101-08513,Successful,CUST104141,eBike,Chamarajpet,Hebbal,4.8,3.8,0,,0,,0,,30.7,2.58,4.9,4.5,Credit Card
2025-11-02,04:48:56,BG-20251102-08514,Successful,CUST104699,Auto,Yelahanka New Town,Bommanahalli,3.1,4.0,0,,0,,0,,95.89,9.42,5.0,4.1,Wallet
2025-11-16,23:40:20,BG-20251116-08515,Successful,CUST103255,Auto,Rajajinagar,Rajajinagar,4.4,2.6,0,,0,,0,,21.39,0.68,5.0,4.0,Wallet
2025-11-12,14:32:11,BG-20251112-08516,Incomplete,CUST103385,Mini,Banaswadi,Koramangala 4th Block,,,0,,0,,1,Vehicle Breakdown,,2.64,,,Credit Card
2025-11-08,22:24:32,BG-20251108-08517,Successful,CUST102009,Mini,Peenya,Ulsoor,9.9,4.0,0,,0,,0,,93.77,4.0,4.5,4.4,Credit Card
2025-11-23,21:35:55,BG-20251123-08518,Successful,CUST103998,Auto,Kundalahalli,Kengeri,4.8,3.2,0,,0,,0,,31.36,0.3,4.7,4.6,Wallet
2025-11-18,19:06:23,BG-20251118-08519,Successful,CUST106206,Prime Sedan,Rajajinagar,Lalbagh,6.2,4.5,0,,0,,0,,106.15,2.14,4.9,4.1,Wallet
2025-11-02,19:25:51,BG-20251102-08520,Successful,CUST107645,Auto,Rajankunte,Malleshwaram,2.3,3.3,0,,0,,0,,33.72,1.09,4.4,5.0,Wallet
2025-11-25,14:35:09,BG-20251125-08521,Successful,CUST107887,Bike,MG Road,Kudlu Gate,4.7,3.0,0,,0,,0,,44.15,4.87,4.2,4.4,UPI
2025-11-29,01:47:52,BG-20251129-08522,Successful,CUST104093,Prime Plus,Rajajinagar 2,Rajajinagar 2,3.0,5.2,0,,0,,0,,167.72,7.04,4.4,4.9,UPI
2025-11-13,06:13:00,BG-20251113-08523,Successful,CUST101562,Auto,Koramangala,Kengeri,4.9,2.1,0,,0,,0,,111.95,11.78,4.7,4.5,UPI
2025-11-06,07:34:40,BG-20251106-08524,Cancelled by Driver,CUST103062,Bike,Yeshwanthpur,Kengeri,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-21,06:04:19,BG-20251121-08525,Successful,CUST105216,Auto,Lalbagh,Richmond Town,6.0,4.3,0,,0,,0,,27.4,0.3,4.8,5.0,Wallet
2025-11-26,13:26:42,BG-20251126-08526,Successful,CUST105383,Prime Sedan,Rajajinagar 2,Yelahanka New Town,4.1,3.3,0,,0,,0,,187.19,5.41,3.3,4.6,Credit Card
2025-11-06,02:17:42,BG-20251106-08527,Successful,CUST102467,Auto,Sommanna Halli,Sommanna Halli,5.2,2.9,0,,0,,0,,29.6,0.3,5.0,5.0,UPI
2025-11-09,03:04:26,BG-20251109-08528,Successful,CUST105797,Mini,Sommanna Halli,Kalyan Nagar,9.4,4.1,0,,0,,0,,70.83,1.14,4.9,4.0,UPI
